row_id,zip,week,week_start_date,week_end_date,absolute_week,tests,cases,deaths,population
60615-2021-21,60615.0,21,2021-05-23,2021-05-29,64.0,1266.0,11.0,0.0,41563
60617-2020-37,60617.0,37,2020-09-06,2020-09-12,27.0,958.0,42.0,1.0,82534
60617-2020-38,60617.0,38,2020-09-13,2020-09-19,28.0,1047.0,70.0,1.0,82534
60617-2020-40,60617.0,40,2020-09-27,2020-10-03,30.0,1185.0,87.0,1.0,82534
60617-2020-41,60617.0,41,2020-10-04,2020-10-10,31.0,1474.0,115.0,0.0,82534
60617-2020-51,60617.0,51,2020-12-13,2020-12-19,41.0,2376.0,233.0,5.0,82534
60617-2021-1,60617.0,1,2021-01-03,2021-01-09,44.0,2101.0,245.0,2.0,82534
60617-2021-3,60617.0,3,2021-01-17,2021-01-23,46.0,1849.0,161.0,2.0,82534
60601-2021-51,60601.0,51,2021-12-19,2021-12-25,94.0,2850.0,363.0,0.0,14675
60601-2021-52,60601.0,52,2021-12-26,2022-01-01,95.0,1366.0,197.0,1.0,14675
60602-2021-52,60602.0,52,2021-12-26,2022-01-01,95.0,126.0,32.0,0.0,1244
60603-2021-46,60603.0,46,2021-11-14,2021-11-20,89.0,246.0,1.0,0.0,1174
60603-2021-48,60603.0,48,2021-11-28,2021-12-04,91.0,270.0,2.0,0.0,1174
60604-2021-33,60604.0,33,2021-08-15,2021-08-21,76.0,257.0,3.0,0.0,782
60604-2021-32,60604.0,32,2021-08-08,2021-08-14,75.0,357.0,4.0,0.0,782
60618-2021-37,60618.0,37,2021-09-12,2021-09-18,80.0,4509.0,114.0,0.0,94395
60604-2021-34,60604.0,34,2021-08-22,2021-08-28,77.0,305.0,1.0,0.0,782
60666-2021-50,60666.0,50,2021-12-12,2021-12-18,93.0,0.0,0.0,0.0,0
60666-2021-48,60666.0,48,2021-11-28,2021-12-04,91.0,0.0,1.0,0.0,0
60604-2021-52,60604.0,52,2021-12-26,2022-01-01,95.0,197.0,42.0,0.0,782
60610-2020-37,60610.0,37,2020-09-06,2020-09-12,27.0,809.0,35.0,0.0,39019
60610-2020-38,60610.0,38,2020-09-13,2020-09-19,28.0,1214.0,49.0,0.0,39019
60603-2021-50,60603.0,50,2021-12-12,2021-12-18,93.0,284.0,22.0,0.0,1174
60603-2021-52,60603.0,52,2021-12-26,2022-01-01,95.0,312.0,30.0,0.0,1174
60604-2021-44,60604.0,44,2021-10-31,2021-11-06,87.0,180.0,2.0,0.0,782
60605-2020-52,60605.0,52,2020-12-20,2020-12-26,42.0,1205.0,43.0,1.0,27519
60606-2021-47,60606.0,47,2021-11-21,2021-11-27,90.0,213.0,0.0,0.0,3101
60604-2021-50,60604.0,50,2021-12-12,2021-12-18,93.0,229.0,24.0,0.0,782
60606-2021-48,60606.0,48,2021-11-28,2021-12-04,91.0,491.0,12.0,0.0,3101
60606-2021-50,60606.0,50,2021-12-12,2021-12-18,93.0,522.0,43.0,0.0,3101
60606-2021-51,60606.0,51,2021-12-19,2021-12-25,94.0,580.0,81.0,0.0,3101
60606-2021-52,60606.0,52,2021-12-26,2022-01-01,95.0,370.0,79.0,1.0,3101
60606-2021-8,60606.0,8,2021-02-21,2021-02-27,51.0,169.0,8.0,1.0,3101
60607-2020-40,60607.0,40,2020-09-27,2020-10-03,30.0,1226.0,17.0,0.0,29591
60604-2020-33,60604.0,33,2020-08-09,2020-08-15,23.0,35.0,0.0,0.0,782
60604-2020-34,60604.0,34,2020-08-16,2020-08-22,24.0,32.0,4.0,0.0,782
60604-2020-35,60604.0,35,2020-08-23,2020-08-29,25.0,29.0,1.0,0.0,782
60604-2020-36,60604.0,36,2020-08-30,2020-09-05,26.0,25.0,1.0,0.0,782
60604-2020-37,60604.0,37,2020-09-06,2020-09-12,27.0,22.0,0.0,0.0,782
60604-2020-38,60604.0,38,2020-09-13,2020-09-19,28.0,27.0,0.0,0.0,782
60604-2020-39,60604.0,39,2020-09-20,2020-09-26,29.0,22.0,0.0,0.0,782
60604-2020-40,60604.0,40,2020-09-27,2020-10-03,30.0,20.0,0.0,0.0,782
60604-2020-41,60604.0,41,2020-10-04,2020-10-10,31.0,24.0,3.0,0.0,782
60604-2020-42,60604.0,42,2020-10-11,2020-10-17,32.0,52.0,1.0,0.0,782
60604-2020-43,60604.0,43,2020-10-18,2020-10-24,33.0,28.0,1.0,0.0,782
60604-2020-44,60604.0,44,2020-10-25,2020-10-31,34.0,39.0,6.0,0.0,782
60604-2020-45,60604.0,45,2020-11-01,2020-11-07,35.0,60.0,10.0,0.0,782
60604-2020-46,60604.0,46,2020-11-08,2020-11-14,36.0,58.0,7.0,0.0,782
60604-2020-47,60604.0,47,2020-11-15,2020-11-21,37.0,82.0,8.0,0.0,782
60666-2021-47,60666.0,47,2021-11-21,2021-11-27,90.0,0.0,0.0,0.0,0
60604-2020-48,60604.0,48,2020-11-22,2020-11-28,38.0,41.0,6.0,0.0,782
60604-2020-49,60604.0,49,2020-11-29,2020-12-05,39.0,41.0,1.0,0.0,782
60604-2020-50,60604.0,50,2020-12-06,2020-12-12,40.0,57.0,2.0,0.0,782
60604-2020-51,60604.0,51,2020-12-13,2020-12-19,41.0,75.0,0.0,0.0,782
60604-2020-52,60604.0,52,2020-12-20,2020-12-26,42.0,49.0,2.0,0.0,782
60604-2020-53,60604.0,53,2020-12-27,2021-01-02,43.0,54.0,1.0,0.0,782
60604-2021-1,60604.0,1,2021-01-03,2021-01-09,44.0,68.0,3.0,0.0,782
60604-2021-10,60604.0,10,2021-03-07,2021-03-13,53.0,81.0,2.0,0.0,782
60604-2021-11,60604.0,11,2021-03-14,2021-03-20,54.0,177.0,4.0,0.0,782
60604-2021-12,60604.0,12,2021-03-21,2021-03-27,55.0,166.0,2.0,0.0,782
60607-2020-46,60607.0,46,2020-11-08,2020-11-14,36.0,2234.0,165.0,0.0,29591
60604-2021-13,60604.0,13,2021-03-28,2021-04-03,56.0,207.0,1.0,0.0,782
60604-2021-14,60604.0,14,2021-04-04,2021-04-10,57.0,218.0,4.0,0.0,782
60604-2021-15,60604.0,15,2021-04-11,2021-04-17,58.0,234.0,0.0,0.0,782
60604-2021-16,60604.0,16,2021-04-18,2021-04-24,59.0,231.0,1.0,0.0,782
60604-2021-17,60604.0,17,2021-04-25,2021-05-01,60.0,223.0,5.0,0.0,782
60604-2021-18,60604.0,18,2021-05-02,2021-05-08,61.0,239.0,1.0,0.0,782
60604-2021-25,60604.0,25,2021-06-20,2021-06-26,68.0,167.0,0.0,0.0,782
60604-2021-26,60604.0,26,2021-06-27,2021-07-03,69.0,152.0,2.0,0.0,782
60604-2021-3,60604.0,3,2021-01-17,2021-01-23,46.0,42.0,0.0,0.0,782
60607-2020-47,60607.0,47,2020-11-15,2020-11-21,37.0,2155.0,113.0,1.0,29591
60607-2021-52,60607.0,52,2021-12-26,2022-01-01,95.0,2585.0,461.0,0.0,29591
60604-2021-4,60604.0,4,2021-01-24,2021-01-30,47.0,74.0,2.0,0.0,782
60604-2021-5,60604.0,5,2021-01-31,2021-02-06,48.0,70.0,0.0,0.0,782
60604-2021-6,60604.0,6,2021-02-07,2021-02-13,49.0,65.0,1.0,0.0,782
60604-2021-7,60604.0,7,2021-02-14,2021-02-20,50.0,64.0,1.0,0.0,782
60604-2021-8,60604.0,8,2021-02-21,2021-02-27,51.0,65.0,1.0,0.0,782
60604-2021-9,60604.0,9,2021-02-28,2021-03-06,52.0,68.0,0.0,0.0,782
60608-2021-12,60608.0,12,2021-03-21,2021-03-27,55.0,1969.0,77.0,0.0,79205
60602-2021-51,60602.0,51,2021-12-19,2021-12-25,94.0,211.0,28.0,0.0,1244
60607-2020-38,60607.0,38,2020-09-13,2020-09-19,28.0,848.0,26.0,0.0,29591
60607-2020-39,60607.0,39,2020-09-20,2020-09-26,29.0,1311.0,39.0,0.0,29591
60607-2020-41,60607.0,41,2020-10-04,2020-10-10,31.0,1212.0,34.0,0.0,29591
60607-2020-43,60607.0,43,2020-10-18,2020-10-24,33.0,1413.0,83.0,0.0,29591
60608-2021-14,60608.0,14,2021-04-04,2021-04-10,57.0,2363.0,73.0,0.0,79205
60608-2021-18,60608.0,18,2021-05-02,2021-05-08,61.0,2253.0,51.0,0.0,79205
60608-2021-31,60608.0,31,2021-08-01,2021-08-07,74.0,2155.0,68.0,0.0,79205
60608-2021-33,60608.0,33,2021-08-15,2021-08-21,76.0,2450.0,102.0,1.0,79205
60602-2021-47,60602.0,47,2021-11-21,2021-11-27,90.0,166.0,4.0,0.0,1244
60608-2021-35,60608.0,35,2021-08-29,2021-09-04,78.0,2536.0,81.0,0.0,79205
60608-2021-37,60608.0,37,2021-09-12,2021-09-18,80.0,3424.0,57.0,2.0,79205
60608-2021-4,60608.0,4,2021-01-24,2021-01-30,47.0,2156.0,122.0,2.0,79205
60608-2021-41,60608.0,41,2021-10-10,2021-10-16,84.0,3154.0,30.0,0.0,79205
60602-2021-48,60602.0,48,2021-11-28,2021-12-04,91.0,378.0,4.0,0.0,1244
60602-2021-50,60602.0,50,2021-12-12,2021-12-18,93.0,355.0,25.0,0.0,1244
60608-2021-52,60608.0,52,2021-12-26,2022-01-01,95.0,5381.0,926.0,3.0,79205
60610-2020-48,60610.0,48,2020-11-22,2020-11-28,38.0,1779.0,99.0,1.0,39019
60609-2021-26,60609.0,26,2021-06-27,2021-07-03,69.0,735.0,3.0,0.0,61495
60621-2020-46,60621.0,46,2020-11-08,2020-11-14,36.0,846.0,119.0,2.0,29042
60621-2021-18,60621.0,18,2021-05-02,2021-05-08,61.0,799.0,35.0,1.0,29042
60621-2021-29,60621.0,29,2021-07-18,2021-07-24,72.0,715.0,13.0,0.0,29042
60622-2021-33,60622.0,33,2021-08-15,2021-08-21,76.0,2153.0,90.0,0.0,52793
60622-2021-34,60622.0,34,2021-08-22,2021-08-28,77.0,2100.0,90.0,0.0,52793
60609-2021-52,60609.0,52,2021-12-26,2022-01-01,95.0,4248.0,883.0,4.0,61495
60610-2020-46,60610.0,46,2020-11-08,2020-11-14,36.0,2210.0,259.0,2.0,39019
60610-2021-11,60610.0,11,2021-03-14,2021-03-20,54.0,1761.0,59.0,0.0,39019
60601-2021-18,60601.0,18,2021-05-02,2021-05-08,61.0,780.0,4.0,0.0,14675
60601-2021-41,60601.0,41,2021-10-10,2021-10-16,84.0,1082.0,18.0,0.0,14675
60601-2021-47,60601.0,47,2021-11-21,2021-11-27,90.0,1104.0,26.0,0.0,14675
60601-2021-48,60601.0,48,2021-11-28,2021-12-04,91.0,1543.0,23.0,0.0,14675
60601-2021-50,60601.0,50,2021-12-12,2021-12-18,93.0,1952.0,182.0,0.0,14675
60602-2021-46,60602.0,46,2021-11-14,2021-11-20,89.0,324.0,6.0,0.0,1244
60602-2021-5,60602.0,5,2021-01-31,2021-02-06,48.0,47.0,1.0,0.0,1244
60607-2020-44,60607.0,44,2020-10-25,2020-10-31,34.0,1913.0,119.0,0.0,29591
60610-2021-12,60610.0,12,2021-03-21,2021-03-27,55.0,1655.0,115.0,0.0,39019
60610-2021-26,60610.0,26,2021-06-27,2021-07-03,69.0,1001.0,7.0,0.0,39019
60610-2021-42,60610.0,42,2021-10-17,2021-10-23,85.0,2210.0,25.0,0.0,39019
60603-2021-12,60603.0,12,2021-03-21,2021-03-27,55.0,73.0,4.0,0.0,1174
60603-2021-13,60603.0,13,2021-03-28,2021-04-03,56.0,80.0,0.0,0.0,1174
60603-2021-14,60603.0,14,2021-04-04,2021-04-10,57.0,81.0,2.0,0.0,1174
60603-2021-15,60603.0,15,2021-04-11,2021-04-17,58.0,105.0,2.0,0.0,1174
60603-2021-16,60603.0,16,2021-04-18,2021-04-24,59.0,89.0,1.0,0.0,1174
60603-2021-17,60603.0,17,2021-04-25,2021-05-01,60.0,90.0,0.0,0.0,1174
60603-2021-23,60603.0,23,2021-06-06,2021-06-12,66.0,44.0,0.0,0.0,1174
60603-2021-41,60603.0,41,2021-10-10,2021-10-16,84.0,153.0,1.0,0.0,1174
60603-2021-24,60603.0,24,2021-06-13,2021-06-19,67.0,41.0,0.0,0.0,1174
60603-2021-25,60603.0,25,2021-06-20,2021-06-26,68.0,38.0,0.0,0.0,1174
60623-2021-28,60623.0,28,2021-07-11,2021-07-17,71.0,1374.0,9.0,0.0,85979
60603-2021-8,60603.0,8,2021-02-21,2021-02-27,51.0,74.0,0.0,0.0,1174
60603-2021-9,60603.0,9,2021-02-28,2021-03-06,52.0,92.0,1.0,0.0,1174
60624-2020-38,60624.0,38,2020-09-13,2020-09-19,28.0,557.0,29.0,1.0,36158
60603-2021-42,60603.0,42,2021-10-17,2021-10-23,85.0,166.0,0.0,0.0,1174
60661-2020-21,60661.0,21,2020-05-17,2020-05-23,11.0,59.0,2.0,0.0,9926
60606-2020-48,60606.0,48,2020-11-22,2020-11-28,38.0,177.0,12.0,0.0,3101
60606-2020-52,60606.0,52,2020-12-20,2020-12-26,42.0,193.0,6.0,0.0,3101
60606-2020-53,60606.0,53,2020-12-27,2021-01-02,43.0,155.0,10.0,0.0,3101
60606-2021-10,60606.0,10,2021-03-07,2021-03-13,53.0,236.0,2.0,0.0,3101
60606-2021-12,60606.0,12,2021-03-21,2021-03-27,55.0,232.0,8.0,0.0,3101
60606-2021-13,60606.0,13,2021-03-28,2021-04-03,56.0,228.0,3.0,0.0,3101
60606-2021-44,60606.0,44,2021-10-31,2021-11-06,87.0,426.0,7.0,0.0,3101
60607-2020-49,60607.0,49,2020-11-29,2020-12-05,39.0,1673.0,97.0,0.0,29591
60607-2020-52,60607.0,52,2020-12-20,2020-12-26,42.0,1565.0,57.0,0.0,29591
60607-2021-2,60607.0,2,2021-01-10,2021-01-16,45.0,1746.0,75.0,1.0,29591
60607-2021-33,60607.0,33,2021-08-15,2021-08-21,76.0,1629.0,42.0,0.0,29591
60607-2021-42,60607.0,42,2021-10-17,2021-10-23,85.0,1939.0,16.0,0.0,29591
60607-2021-46,60607.0,46,2021-11-14,2021-11-20,89.0,2272.0,42.0,1.0,29591
60607-2021-47,60607.0,47,2021-11-21,2021-11-27,90.0,1842.0,38.0,0.0,29591
60607-2021-48,60607.0,48,2021-11-28,2021-12-04,91.0,2469.0,88.0,0.0,29591
60607-2021-50,60607.0,50,2021-12-12,2021-12-18,93.0,3593.0,328.0,0.0,29591
60607-2021-51,60607.0,51,2021-12-19,2021-12-25,94.0,3873.0,515.0,0.0,29591
60608-2020-40,60608.0,40,2020-09-27,2020-10-03,30.0,1950.0,70.0,0.0,79205
60610-2021-46,60610.0,46,2021-11-14,2021-11-20,89.0,2566.0,76.0,0.0,39019
60610-2021-47,60610.0,47,2021-11-21,2021-11-27,90.0,2166.0,62.0,0.0,39019
60610-2021-52,60610.0,52,2021-12-26,2022-01-01,95.0,2790.0,429.0,0.0,39019
60611-2020-31,60611.0,31,2020-07-26,2020-08-01,21.0,734.0,22.0,0.0,32426
60611-2020-44,60611.0,44,2020-10-25,2020-10-31,34.0,1626.0,117.0,0.0,32426
60611-2021-14,60611.0,14,2021-04-04,2021-04-10,57.0,1260.0,40.0,0.0,32426
60611-2021-24,60611.0,24,2021-06-13,2021-06-19,67.0,769.0,2.0,0.0,32426
60611-2021-29,60611.0,29,2021-07-18,2021-07-24,72.0,1090.0,27.0,0.0,32426
60611-2021-43,60611.0,43,2021-10-24,2021-10-30,86.0,1573.0,25.0,0.0,32426
60611-2021-44,60611.0,44,2021-10-31,2021-11-06,87.0,1723.0,34.0,0.0,32426
60608-2021-42,60608.0,42,2021-10-17,2021-10-23,85.0,3638.0,60.0,1.0,79205
60608-2021-43,60608.0,43,2021-10-24,2021-10-30,86.0,3519.0,43.0,1.0,79205
60608-2021-44,60608.0,44,2021-10-31,2021-11-06,87.0,3820.0,39.0,0.0,79205
60608-2021-45,60608.0,45,2021-11-07,2021-11-13,88.0,3552.0,58.0,0.0,79205
60608-2021-5,60608.0,5,2021-01-31,2021-02-06,48.0,2229.0,74.0,1.0,79205
60614-2020-29,60614.0,29,2020-07-12,2020-07-18,19.0,1941.0,32.0,1.0,71308
60608-2021-50,60608.0,50,2021-12-12,2021-12-18,93.0,5971.0,452.0,2.0,79205
60608-2021-6,60608.0,6,2021-02-07,2021-02-13,49.0,1871.0,57.0,2.0,79205
60608-2021-9,60608.0,9,2021-02-28,2021-03-06,52.0,1943.0,56.0,1.0,79205
60609-2020-23,60609.0,23,2020-05-31,2020-06-06,13.0,688.0,54.0,6.0,61495
60609-2020-24,60609.0,24,2020-06-07,2020-06-13,14.0,643.0,47.0,2.0,61495
60609-2020-26,60609.0,26,2020-06-21,2020-06-27,16.0,955.0,40.0,2.0,61495
60609-2020-27,60609.0,27,2020-06-28,2020-07-04,17.0,887.0,44.0,2.0,61495
60609-2020-28,60609.0,28,2020-07-05,2020-07-11,18.0,809.0,50.0,3.0,61495
60609-2020-32,60609.0,32,2020-08-02,2020-08-08,22.0,996.0,53.0,0.0,61495
60609-2020-35,60609.0,35,2020-08-23,2020-08-29,25.0,1219.0,66.0,0.0,61495
60609-2020-36,60609.0,36,2020-08-30,2020-09-05,26.0,1096.0,58.0,0.0,61495
60609-2020-38,60609.0,38,2020-09-13,2020-09-19,28.0,1271.0,48.0,0.0,61495
60609-2020-39,60609.0,39,2020-09-20,2020-09-26,29.0,1115.0,56.0,1.0,61495
60609-2020-46,60609.0,46,2020-11-08,2020-11-14,36.0,2631.0,452.0,1.0,61495
60609-2020-50,60609.0,50,2020-12-06,2020-12-12,40.0,2375.0,269.0,5.0,61495
60609-2021-10,60609.0,10,2021-03-07,2021-03-13,53.0,1193.0,21.0,4.0,61495
60609-2021-12,60609.0,12,2021-03-21,2021-03-27,55.0,1269.0,55.0,1.0,61495
60609-2021-13,60609.0,13,2021-03-28,2021-04-03,56.0,1519.0,73.0,1.0,61495
60609-2021-16,60609.0,16,2021-04-18,2021-04-24,59.0,1744.0,105.0,1.0,61495
60609-2021-18,60609.0,18,2021-05-02,2021-05-08,61.0,1448.0,73.0,3.0,61495
60609-2021-22,60609.0,22,2021-05-30,2021-06-05,65.0,965.0,7.0,2.0,61495
60609-2021-25,60609.0,25,2021-06-20,2021-06-26,68.0,943.0,6.0,0.0,61495
60611-2021-46,60611.0,46,2021-11-14,2021-11-20,89.0,2003.0,47.0,0.0,32426
60611-2021-47,60611.0,47,2021-11-21,2021-11-27,90.0,1684.0,41.0,0.0,32426
60611-2021-52,60611.0,52,2021-12-26,2022-01-01,95.0,2602.0,399.0,1.0,32426
60603-2021-18,60603.0,18,2021-05-02,2021-05-08,61.0,88.0,1.0,0.0,1174
60603-2021-19,60603.0,19,2021-05-09,2021-05-15,62.0,75.0,1.0,0.0,1174
60603-2021-20,60603.0,20,2021-05-16,2021-05-22,63.0,68.0,1.0,0.0,1174
60609-2021-27,60609.0,27,2021-07-04,2021-07-10,70.0,953.0,3.0,0.0,61495
60609-2021-28,60609.0,28,2021-07-11,2021-07-17,71.0,1008.0,10.0,0.0,61495
60609-2021-29,60609.0,29,2021-07-18,2021-07-24,72.0,1230.0,36.0,0.0,61495
60609-2021-3,60609.0,3,2021-01-17,2021-01-23,46.0,1795.0,142.0,2.0,61495
60609-2021-32,60609.0,32,2021-08-08,2021-08-14,75.0,1730.0,64.0,0.0,61495
60609-2021-43,60609.0,43,2021-10-24,2021-10-30,86.0,2877.0,44.0,0.0,61495
60612-2020-15,60612.0,15,2020-04-05,2020-04-11,5.0,284.0,70.0,3.0,34311
60612-2020-16,60612.0,16,2020-04-12,2020-04-18,6.0,286.0,66.0,3.0,34311
60612-2020-17,60612.0,17,2020-04-19,2020-04-25,7.0,355.0,79.0,1.0,34311
60612-2020-19,60612.0,19,2020-05-03,2020-05-09,9.0,410.0,87.0,4.0,34311
60612-2021-25,60612.0,25,2021-06-20,2021-06-26,68.0,852.0,3.0,0.0,34311
60612-2021-26,60612.0,26,2021-06-27,2021-07-03,69.0,720.0,9.0,1.0,34311
60612-2021-27,60612.0,27,2021-07-04,2021-07-10,70.0,794.0,11.0,0.0,34311
60610-2020-33,60610.0,33,2020-08-09,2020-08-15,23.0,869.0,20.0,0.0,39019
60612-2021-37,60612.0,37,2021-09-12,2021-09-18,80.0,1894.0,56.0,2.0,34311
60612-2021-52,60612.0,52,2021-12-26,2022-01-01,95.0,3190.0,625.0,2.0,34311
60610-2020-35,60610.0,35,2020-08-23,2020-08-29,25.0,824.0,23.0,0.0,39019
60603-2021-21,60603.0,21,2021-05-23,2021-05-29,64.0,53.0,1.0,0.0,1174
60603-2021-22,60603.0,22,2021-05-30,2021-06-05,65.0,51.0,0.0,0.0,1174
60610-2021-48,60610.0,48,2021-11-28,2021-12-04,91.0,2938.0,104.0,0.0,39019
60610-2021-50,60610.0,50,2021-12-12,2021-12-18,93.0,4150.0,463.0,0.0,39019
60610-2021-51,60610.0,51,2021-12-19,2021-12-25,94.0,4242.0,634.0,0.0,39019
60610-2021-8,60610.0,8,2021-02-21,2021-02-27,51.0,1529.0,49.0,0.0,39019
60611-2020-28,60611.0,28,2020-07-05,2020-07-11,18.0,814.0,27.0,0.0,32426
60611-2020-29,60611.0,29,2020-07-12,2020-07-18,19.0,723.0,17.0,0.0,32426
60611-2020-30,60611.0,30,2020-07-19,2020-07-25,20.0,768.0,23.0,0.0,32426
60613-2020-48,60613.0,48,2020-11-22,2020-11-28,38.0,2429.0,127.0,0.0,50113
60613-2020-50,60613.0,50,2020-12-06,2020-12-12,40.0,2511.0,138.0,1.0,50113
60613-2021-52,60613.0,52,2021-12-26,2022-01-01,95.0,4264.0,648.0,1.0,50113
60614-2020-40,60614.0,40,2020-09-27,2020-10-03,30.0,2177.0,71.0,0.0,71308
60614-2020-42,60614.0,42,2020-10-11,2020-10-17,32.0,3016.0,121.0,0.0,71308
60614-2020-47,60614.0,47,2020-11-15,2020-11-21,37.0,5263.0,278.0,1.0,71308
60614-2020-52,60614.0,52,2020-12-20,2020-12-26,42.0,4235.0,125.0,1.0,71308
60614-2021-3,60614.0,3,2021-01-17,2021-01-23,46.0,3469.0,107.0,1.0,71308
60614-2021-30,60614.0,30,2021-07-25,2021-07-31,73.0,2767.0,68.0,1.0,71308
60614-2021-31,60614.0,31,2021-08-01,2021-08-07,74.0,3975.0,98.0,0.0,71308
60614-2021-33,60614.0,33,2021-08-15,2021-08-21,76.0,3374.0,112.0,0.0,71308
60611-2021-48,60611.0,48,2021-11-28,2021-12-04,91.0,2634.0,65.0,0.0,32426
60611-2021-50,60611.0,50,2021-12-12,2021-12-18,93.0,4007.0,314.0,1.0,32426
60611-2021-51,60611.0,51,2021-12-19,2021-12-25,94.0,4534.0,534.0,0.0,32426
60612-2020-22,60612.0,22,2020-05-24,2020-05-30,12.0,440.0,26.0,2.0,34311
60612-2020-30,60612.0,30,2020-07-19,2020-07-25,20.0,763.0,19.0,0.0,34311
60612-2021-3,60612.0,3,2021-01-17,2021-01-23,46.0,2271.0,63.0,3.0,34311
60612-2021-43,60612.0,43,2021-10-24,2021-10-30,86.0,2440.0,38.0,0.0,34311
60612-2021-45,60612.0,45,2021-11-07,2021-11-13,88.0,2266.0,48.0,0.0,34311
60612-2021-46,60612.0,46,2021-11-14,2021-11-20,89.0,2711.0,54.0,1.0,34311
60612-2021-50,60612.0,50,2021-12-12,2021-12-18,93.0,3764.0,275.0,1.0,34311
60613-2020-38,60613.0,38,2020-09-13,2020-09-19,28.0,1173.0,48.0,0.0,50113
60613-2020-42,60613.0,42,2020-10-11,2020-10-17,32.0,1958.0,96.0,0.0,50113
60613-2020-45,60613.0,45,2020-11-01,2020-11-07,35.0,2389.0,210.0,0.0,50113
60613-2020-46,60613.0,46,2020-11-08,2020-11-14,36.0,2725.0,295.0,0.0,50113
60613-2020-47,60613.0,47,2020-11-15,2020-11-21,37.0,3478.0,182.0,0.0,50113
60614-2021-52,60614.0,52,2021-12-26,2022-01-01,95.0,5061.0,669.0,1.0,71308
60613-2021-29,60613.0,29,2021-07-18,2021-07-24,72.0,1685.0,35.0,0.0,50113
60613-2021-31,60613.0,31,2021-08-01,2021-08-07,74.0,2355.0,67.0,0.0,50113
60613-2021-43,60613.0,43,2021-10-24,2021-10-30,86.0,2564.0,39.0,0.0,50113
60613-2021-44,60613.0,44,2021-10-31,2021-11-06,87.0,2814.0,34.0,0.0,50113
60613-2021-45,60613.0,45,2021-11-07,2021-11-13,88.0,2977.0,71.0,0.0,50113
60613-2021-46,60613.0,46,2021-11-14,2021-11-20,89.0,3342.0,76.0,0.0,50113
60613-2021-48,60613.0,48,2021-11-28,2021-12-04,91.0,3640.0,82.0,0.0,50113
60613-2021-50,60613.0,50,2021-12-12,2021-12-18,93.0,5439.0,463.0,0.0,50113
60615-2020-38,60615.0,38,2020-09-13,2020-09-19,28.0,758.0,17.0,0.0,41563
60615-2020-44,60615.0,44,2020-10-25,2020-10-31,34.0,2177.0,70.0,0.0,41563
60615-2020-49,60615.0,49,2020-11-29,2020-12-05,39.0,2132.0,94.0,1.0,41563
60615-2020-50,60615.0,50,2020-12-06,2020-12-12,40.0,2006.0,86.0,1.0,41563
60615-2021-22,60615.0,22,2021-05-30,2021-06-05,65.0,980.0,16.0,0.0,41563
60615-2021-23,60615.0,23,2021-06-06,2021-06-12,66.0,936.0,7.0,0.0,41563
60615-2021-24,60615.0,24,2021-06-13,2021-06-19,67.0,797.0,8.0,0.0,41563
60615-2021-25,60615.0,25,2021-06-20,2021-06-26,68.0,801.0,3.0,2.0,41563
60615-2021-26,60615.0,26,2021-06-27,2021-07-03,69.0,694.0,5.0,0.0,41563
60615-2021-27,60615.0,27,2021-07-04,2021-07-10,70.0,684.0,2.0,0.0,41563
60617-2020-28,60617.0,28,2020-07-05,2020-07-11,18.0,1497.0,66.0,1.0,82534
60617-2020-32,60617.0,32,2020-08-02,2020-08-08,22.0,1231.0,73.0,4.0,82534
60615-2021-39,60615.0,39,2021-09-26,2021-10-02,82.0,1981.0,37.0,1.0,41563
60614-2020-27,60614.0,27,2020-06-28,2020-07-04,17.0,1551.0,50.0,3.0,71308
60614-2020-28,60614.0,28,2020-07-05,2020-07-11,18.0,1782.0,44.0,1.0,71308
60615-2021-4,60615.0,4,2021-01-24,2021-01-30,47.0,2278.0,43.0,1.0,41563
60614-2021-43,60614.0,43,2021-10-24,2021-10-30,86.0,3693.0,64.0,0.0,71308
60614-2021-44,60614.0,44,2021-10-31,2021-11-06,87.0,4203.0,86.0,0.0,71308
60614-2021-45,60614.0,45,2021-11-07,2021-11-13,88.0,4130.0,122.0,0.0,71308
60614-2021-46,60614.0,46,2021-11-14,2021-11-20,89.0,4634.0,108.0,0.0,71308
60614-2021-47,60614.0,47,2021-11-21,2021-11-27,90.0,3551.0,115.0,1.0,71308
60614-2021-48,60614.0,48,2021-11-28,2021-12-04,91.0,5502.0,204.0,1.0,71308
60614-2021-50,60614.0,50,2021-12-12,2021-12-18,93.0,9006.0,794.0,1.0,71308
60614-2021-51,60614.0,51,2021-12-19,2021-12-25,94.0,8955.0,1045.0,1.0,71308
60615-2020-31,60615.0,31,2020-07-26,2020-08-01,21.0,815.0,20.0,0.0,41563
60615-2020-32,60615.0,32,2020-08-02,2020-08-08,22.0,744.0,14.0,0.0,41563
60615-2020-33,60615.0,33,2020-08-09,2020-08-15,23.0,751.0,17.0,0.0,41563
60615-2020-34,60615.0,34,2020-08-16,2020-08-22,24.0,844.0,12.0,0.0,41563
60615-2020-36,60615.0,36,2020-08-30,2020-09-05,26.0,818.0,18.0,0.0,41563
60615-2020-37,60615.0,37,2020-09-06,2020-09-12,27.0,763.0,6.0,0.0,41563
60615-2021-41,60615.0,41,2021-10-10,2021-10-16,84.0,1908.0,25.0,0.0,41563
60615-2021-43,60615.0,43,2021-10-24,2021-10-30,86.0,2324.0,20.0,0.0,41563
